extId,Country,District,Ward,Village,Hamlet
SAE,Mozambique,Mopeia,Sambalendo,Nzero,Sambane
EFL,Tanzania,Kibiti,Kibiti,Kibiti Kati,Kibiti Kati
PIA,Tanzania,Kibiti,Kibiti,Kibiti Kusini,Kibiti Kusini
XMG,Tanzania,Kibiti,Kibiti,Kingwira,Kingwira
SIE,Tanzania,Kibiti,Kibiti,Kitembo,Kitembo
QNG,Tanzania,Kibiti,Kibiti,Makaoni,Makaoni
MBT,Tanzania,Kibiti,Kibiti,Mbebetini,Mbebetini
MKM,Tanzania,Kibiti,Kibiti,Mkundi,Mkundi
MKP,Tanzania,Kibiti,Kibiti,Mkupuka,Mkupuka
NYK,Tanzania,Kibiti,Kibiti,Nyamakingili,Nyamakingili
WEZ,Tanzania,Kibiti,Kibiti,Nyangwego,Nyangwego
AJX,Tanzania,Kibiti,Kibiti,Nyatanga,Nyatanga
RUY,Tanzania,Kibiti,Kibiti,Runyozi,Runyozi
SOO,Tanzania,Kibiti,Kibiti,Sokoni,Sokoni
ZIM,Tanzania,Kibiti,Kibiti,Ziimbwini,Ziimbwini
MKI,Tanzania,Rufiji DC,Bungu,"Bungu ""A""",Mkundi
MWE,Tanzania,Rufiji DC,Bungu,"Bungu ""A""",Mwenge
MWO,Tanzania,Rufiji DC,Bungu,"Bungu ""A""",Mwongozo
JIO,Tanzania,Rufiji DC,Bungu,"Bungu ""A""",Nyamango
QTB,Tanzania,Rufiji DC,Bungu,Bungu B,Kibaoni
TGD,Tanzania,Rufiji DC,Bungu,Bungu B,Kibwibwi
AMK,Tanzania,Rufiji DC,Bungu,Bungu B,Kinyamale
KED,Tanzania,Rufiji DC,Bungu,Bungu B,Kipenya
BWN,Tanzania,Rufiji DC,Bungu,Bungu B,Kitula
AZI,Tanzania,Rufiji DC,Bungu,Mangombela,Azimio
LZI,Tanzania,Rufiji DC,Bungu,Mangombela,Nyamango
BU ,Tanzania,Rufiji DC,Bungu,Msafiri,Bungu 'B'
MSF,Tanzania,Rufiji DC,Bungu,Msafiri,Msafiri
NGL,Tanzania,Rufiji DC,Bungu,Msafiri,Ngongoloka
WBK,Tanzania,Rufiji DC,Bungu,Msafiri,Nyakilo
ZUM,Tanzania,Rufiji DC,Bungu,Msafiri,Zumbe
DUN,Tanzania,Rufiji DC,Bungu,Nyambili,Dungutu
NYZ,Tanzania,Rufiji DC,Bungu,Nyambili,Nyambili Kaskazini
NY ,Tanzania,Rufiji DC,Bungu,Nyambili,Nyambili Kusini
BES,Tanzania,Rufiji DC,Bungu,Nyambunda,Besabu
MKW,Tanzania,Rufiji DC,Bungu,Nyambunda,Mkwandara
NAN,Tanzania,Rufiji DC,Bungu,Nyambunda,Nangundu
LUG,Tanzania,Rufiji DC,Bungu,Pagae,Lugome
MKL,Tanzania,Rufiji DC,Bungu,Pagae,Mkale
WGI,Tanzania,Rufiji DC,Bungu,Pagae,Nyameku
UND,Tanzania,Rufiji DC,Bungu,Pagae,Undembo
GOA,Tanzania,Rufiji DC,Chemchem,Golani,Golani
KEF,Tanzania,Rufiji DC,Chemchem,Kindwiti,Kindwiti
MTN,Tanzania,Rufiji DC,Chemchem,Kipei,Kipei
MJH,Tanzania,Rufiji DC,Chemchem,Nyandakatundu,Nyandakatundu
ILN,Tanzania,Rufiji DC,Chemchem,Nyandumbi,Nyandumbi
RZQ,Tanzania,Rufiji DC,Chemchem,Nyangwai,Nyangwai
NY/,Tanzania,Rufiji DC,Chemchem,Nyawanje/ngwembele,Nyawanje/ngwembele
IPE,Tanzania,Rufiji DC,Chumbi,"Chumbi ""A""",Ipengo
OKQ,Tanzania,Rufiji DC,Chumbi,"Chumbi ""A""",Kiegele
NGC,Tanzania,Rufiji DC,Chumbi,"Chumbi ""A""",Kigogo
TAT,Tanzania,Rufiji DC,Chumbi,"Chumbi ""A""",Tangini
QBW,Tanzania,Rufiji DC,Chumbi,"Chumbi ""B""",Kilindi
LEI,Tanzania,Rufiji DC,Chumbi,"Chumbi ""B""",Kipoka
WCZ,Tanzania,Rufiji DC,Chumbi,"Chumbi ""B""",Kipoka msomeni
MIO,Tanzania,Rufiji DC,Chumbi,"Chumbi ""B""",Mikorwa
MST,Tanzania,Rufiji DC,Chumbi,"Chumbi ""B""",Msikitini
SDA,Tanzania,Rufiji DC,Chumbi,"Chumbi ""C""",Chumbi Magharibi
KAN,Tanzania,Rufiji DC,Chumbi,"Chumbi ""C""",Kanga
NGR,Tanzania,Rufiji DC,Chumbi,"Chumbi ""C""",Ngaro
NYP,Tanzania,Rufiji DC,Chumbi,"Chumbi ""C""",Nyakipande
BOO,Tanzania,Rufiji DC,Dimani,Bondeni,Bondeni
DIA,Tanzania,Rufiji DC,Dimani,Dimani,Dimani
DI ,Tanzania,Rufiji DC,Dimani,Dimani A,Dimani A
DIB,Tanzania,Rufiji DC,Dimani,Dimani B,Dimani B
KVH,Tanzania,Rufiji DC,Dimani,Kilimbili,Kilimbili
OIK,Tanzania,Rufiji DC,Dimani,Kimbuga,Kimbuga
NGB,Tanzania,Rufiji DC,Dimani,Ng'ambo,Ng'ambo
NGK,Tanzania,Rufiji DC,Dimani,Ngulakula,Ngulakula
HPY,Tanzania,Rufiji DC,Dimani,Nyambangala,Nyambangala
PEP,Tanzania,Rufiji DC,Dimani,Penda,Penda
KAU,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kaskazini,Kaunda
KAZ,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kaskazini,Kazamoyo
MPA,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kaskazini,Mparange
MTT,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kaskazini,Mtakuja
MWG,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kaskazini,Mwenge
UJA,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kaskazini,Ujamaa
MSK,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kati,Msikitini
MWN,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kati,Mwenge
SID,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kati,SIDO
SIS,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kati,Sisi kwa Sisi
TAJ,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kati,Tangimoja
UJI,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kati,Ujirani Mwema
UMO,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kati,Umoja
UPE,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kati,Upendo
KAR,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kusini,Karume
KAW,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kusini,Kawawa
MAE,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kusini,Malemba
MPM,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kusini,Mpima
MUU,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kusini,Muungano
NYR,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kusini,Nyerere
P/K,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kusini,P/Kisumo
POO,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kusini,Posta
TAB,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kusini,Tangimbili Kusini
UHU,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kusini,Uhuru
UJM,Tanzania,Rufiji DC,Ikwiriri,Ikwiriri Kusini,Ujamaa
BUB,Tanzania,Rufiji DC,Kiongoroni,Jaja,Bumbuamani
ESZ,Tanzania,Rufiji DC,Kiongoroni,Jaja,Kitongani
MJI,Tanzania,Rufiji DC,Kiongoroni,Jaja,Mjimwema
BWE,Tanzania,Rufiji DC,Kiongoroni,Kiongoroni,Bweni
MAD,Tanzania,Rufiji DC,Kiongoroni,Kiongoroni,Makwende
RHN,Tanzania,Rufiji DC,Kiongoroni,Kiongoroni,Nyaobe
BCY,Tanzania,Rufiji DC,Kiongoroni,Pombwe,Kilambani
MBM,Tanzania,Rufiji DC,Kiongoroni,Pombwe,Mbungwi
POB,Tanzania,Rufiji DC,Kiongoroni,Pombwe,Pombwe kubwa
SUN,Tanzania,Rufiji DC,Kiongoroni,Pombwe,Suni
BAN,Tanzania,Rufiji DC,Kiongoroni,Ruma,Bandarini
EME,Tanzania,Rufiji DC,Kiongoroni,Ruma,Emelwa
QOM,Tanzania,Rufiji DC,Kiongoroni,Ruma,King'ongo
MTG,Tanzania,Rufiji DC,Kiongoroni,Ruma,Mtanga
OXV,Tanzania,Rufiji DC,Kiongoroni,Ruma,Nyamikamba
OJF,Tanzania,Rufiji DC,Kipugira,Kipo,Mawilo
MGR,Tanzania,Rufiji DC,Kipugira,Kipo,Mgohori
MPE,Tanzania,Rufiji DC,Kipugira,Kipo,Mpande
YBA,Tanzania,Rufiji DC,Kipugira,Kipo,Nyikanza
WOS,Tanzania,Rufiji DC,Kipugira,Kipugira,Kipugira
PAA,Tanzania,Rufiji DC,Kipugira,Kipugira,Pangapanga
TET,Tanzania,Rufiji DC,Kipugira,Ndundunyikanza,Tetema
MTL,Tanzania,Rufiji DC,Kipugira,Nyaminywili,Mtalula
LOY,Tanzania,Rufiji DC,Kipugira,Nyaminywili,Nyaminywili
KPU,Tanzania,Rufiji DC,Mahege,Hanga,Kimbogo
FBD,Tanzania,Rufiji DC,Mahege,Hanga,Mkima
YSD,Tanzania,Rufiji DC,Mahege,Hanga,Ngambe
XEY,Tanzania,Rufiji DC,Mahege,Hanga,Nyambwanda
VKY,Tanzania,Rufiji DC,Mahege,Mahege,Mawichi
MTW,Tanzania,Rufiji DC,Mahege,Mahege,Mtambwe
PYZ,Tanzania,Rufiji DC,Mahege,Mahege,Nyamkingia
UMB,Tanzania,Rufiji DC,Mahege,Mahege,Umba
NGT,Tanzania,Rufiji DC,Mahege,Nyakinyo,Ngondae/Mlete
SOS,Tanzania,Rufiji DC,Mahege,Nyakinyo,Soso/Nyakinyo
EYO,Tanzania,Rufiji DC,Mahege,Nyanjati,Mapinduzi
MRE,Tanzania,Rufiji DC,Mahege,Nyanjati,Mrema
MWI,Tanzania,Rufiji DC,Mahege,Nyanjati,Mwinyi
TUN,Tanzania,Rufiji DC,Mahege,Nyanjati,Nyerere
SAD,Tanzania,Rufiji DC,Mahege,Nyanjati,Saudia
SOE,Tanzania,Rufiji DC,Mahege,Nyanjati,Sokoine
HAL,Tanzania,Rufiji DC,Mahege,Tomoni,Halisi
MIB,Tanzania,Rufiji DC,Mahege,Tomoni,Mibuyusaba
TBG,Tanzania,Rufiji DC,Mahege,Tomoni,Mkali
MHX,Tanzania,Rufiji DC,Mahege,Tomoni,Nyakikongo
KAT,Tanzania,Rufiji DC,Maparoni,Kiechuru,Kati
NLA,Tanzania,Rufiji DC,Maparoni,Kiechuru,Kityanga
KOR,Tanzania,Rufiji DC,Maparoni,Kiechuru,Korongo
MGA,Tanzania,Rufiji DC,Maparoni,Kiechuru,Mgambo
GIN,Tanzania,Rufiji DC,Maparoni,Maparoni,Gingi
MBG,Tanzania,Rufiji DC,Maparoni,Maparoni,Mbangani
TUW,Tanzania,Rufiji DC,Maparoni,Maparoni,Tuwa
USI,Tanzania,Rufiji DC,Maparoni,Maparoni,Usimbe kiwanjani
USU,Tanzania,Rufiji DC,Maparoni,Maparoni,Usimbekidoga
BAI,Tanzania,Rufiji DC,Mbuchi,Mbuchi,Barabarani
QBN,Tanzania,Rufiji DC,Mbuchi,Mbuchi,Kipoka
IHQ,Tanzania,Rufiji DC,Mbuchi,Mbuchi,Kitingi
MAR,Tanzania,Rufiji DC,Mbuchi,Mbuchi,Makongoro
MIW,Tanzania,Rufiji DC,Mbuchi,Mbuchi,Mikwang'ombe
MNG,Tanzania,Rufiji DC,Mbuchi,Mbuchi,Mnganje
DOK,Tanzania,Rufiji DC,Mbuchi,Mbwera Magharibi,Doka
JCX,Tanzania,Rufiji DC,Mbuchi,Mbwera Magharibi,Kibumburu
WDI,Tanzania,Rufiji DC,Mbuchi,Mbwera Magharibi,Kiiongoro
KUM,Tanzania,Rufiji DC,Mbuchi,Mbwera Magharibi,Kumbacha
OLD,Tanzania,Rufiji DC,Mbuchi,Mbwera Magharibi,Mkepa
MKR,Tanzania,Rufiji DC,Mbuchi,Mbwera Magharibi,Mkurumu
ZRW,Tanzania,Rufiji DC,Mbuchi,Mbwera Magharibi,Mtawatawa
IGF,Tanzania,Rufiji DC,Mbuchi,Mbwera Mashariki,Marongoni
GBA,Tanzania,Rufiji DC,Mbuchi,Mbwera Mashariki,Mbumburu
MDA,Tanzania,Rufiji DC,Mbuchi,Mbwera Mashariki,Mdai
IOW,Tanzania,Rufiji DC,Mbuchi,Mbwera Mashariki,Mkirika
ZYN,Tanzania,Rufiji DC,Mbwara,Kitapi,Kitapi Magharibi
HOX,Tanzania,Rufiji DC,Mbwara,Kitapi,Kitapi Mashariki
NAB,Tanzania,Rufiji DC,Mbwara,Kitapi,Namahamba
MB ,Tanzania,Rufiji DC,Mbwara,Mbwara,Mbwara magharibi
MBH,Tanzania,Rufiji DC,Mbwara,Mbwara,Mbwara Mashariki
MIS,Tanzania,Rufiji DC,Mbwara,Mbwara,Misimbo
OWV,Tanzania,Rufiji DC,Mbwara,Nambunju,Kikibu
MIM,Tanzania,Rufiji DC,Mbwara,Nambunju,Miangalaya
BTI,Tanzania,Rufiji DC,Mbwara,Nambunju,Namakono
NAH,Tanzania,Rufiji DC,Mbwara,Nambunju,Nambunju Magharibi
NAU,Tanzania,Rufiji DC,Mbwara,Nambunju,Nambunju mashariki
NYH,Tanzania,Rufiji DC,Mbwara,Nyamwage,Nyamwage Magharibi
FHK,Tanzania,Rufiji DC,Mbwara,Nyamwage,Nyamwage Mashariki
SHA,Tanzania,Rufiji DC,Mbwara,Nyamwage,Shauri  moyo
GEG,Tanzania,Rufiji DC,Mbwara,Tawi,Gege
XWU,Tanzania,Rufiji DC,Mbwara,Tawi,Kikobo
KZS,Tanzania,Rufiji DC,Mbwara,Tawi,Mkukiki
GTV,Tanzania,Rufiji DC,Mbwara,Tawi,Mkwiri
MII,Tanzania,Rufiji DC,Mchukwi,Mangwi,Misimbo
MNY,Tanzania,Rufiji DC,Mchukwi,Mangwi,Mnyongoya
RON,Tanzania,Rufiji DC,Mchukwi,Mangwi,Rondo
LIS,Tanzania,Rufiji DC,Mchukwi,Mchukwi A,Matimbwani
DLU,Tanzania,Rufiji DC,Mchukwi,Mchukwi A,Nyakaumbanga
EFJ,Tanzania,Rufiji DC,Mchukwi,Mchukwi A,Nyamanjenga
UJO,Tanzania,Rufiji DC,Mchukwi,Mchukwi A,Ujongoni
UKI,Tanzania,Rufiji DC,Mchukwi,Mchukwi A,Ukitomondo
HSL,Tanzania,Rufiji DC,Mchukwi,Mchukwi B,Kichangani
MBN,Tanzania,Rufiji DC,Mchukwi,Mchukwi B,Mbinda
LOE,Tanzania,Rufiji DC,Mchukwi,Mchukwi B,Miembeni
MSN,Tanzania,Rufiji DC,Mchukwi,Mchukwi B,Msikitini
OBI,Tanzania,Rufiji DC,Mchukwi,Mchukwi B,Nyaubi
SON,Tanzania,Rufiji DC,Mchukwi,Mchukwi B,Songa
BAA,Tanzania,Rufiji DC,Mchukwi,Mkupuka,Bani
CMF,Tanzania,Rufiji DC,Mchukwi,Mkupuka,Mkupuka
TRQ,Tanzania,Rufiji DC,Mchukwi,Mkupuka,Nyunga
JIT,Tanzania,Rufiji DC,Mgomba,Mgomba Kaskazini,Jitegemee
MPP,Tanzania,Rufiji DC,Mgomba,Mgomba Kaskazini,Mpima
SEK,Tanzania,Rufiji DC,Mgomba,Mgomba Kaskazini,Sekondari
UJJ,Tanzania,Rufiji DC,Mgomba,Mgomba Kaskazini,Ujamaa
MES,Tanzania,Rufiji DC,Mgomba,Mgomba Kati,Kiapo
BQP,Tanzania,Rufiji DC,Mgomba,Mgomba Kati,Malenda
MAS,Tanzania,Rufiji DC,Mgomba,Mgomba Kati,Masenda
MTP,Tanzania,Rufiji DC,Mgomba,Mgomba Kati,Mtupa
KMG,Tanzania,Rufiji DC,Mgomba,Mgomba Kusini,Kijonjo
EQR,Tanzania,Rufiji DC,Mgomba,Mgomba Kusini,Kingwande
NZU,Tanzania,Rufiji DC,Mgomba,Mgomba Kusini,Malipia
NON,Tanzania,Rufiji DC,Mgomba,Mgomba Kusini,Nongwa
JIW,Tanzania,Rufiji DC,Mjawa,Jaribu Magharibi,Jiweni
DEK,Tanzania,Rufiji DC,Mjawa,Jaribu Magharibi,Kibuyuni
LNB,Tanzania,Rufiji DC,Mjawa,Jaribu Magharibi,Mapinduzi
MKG,Tanzania,Rufiji DC,Mjawa,Jaribu Magharibi,Mkongoni
XIF,Tanzania,Rufiji DC,Mjawa,Jaribu Mpakani,Mikwala
MOO,Tanzania,Rufiji DC,Mjawa,Jaribu Mpakani,Motomoto
MTD,Tanzania,Rufiji DC,Mjawa,Jaribu Mpakani,Mtunda
MUO,Tanzania,Rufiji DC,Mjawa,Jaribu Mpakani,Muungano
UJU,Tanzania,Rufiji DC,Mjawa,Jaribu Mpakani,Ujamaa
BOJ,Tanzania,Rufiji DC,Mjawa,Mjawa,Bonjo
DUT,Tanzania,Rufiji DC,Mjawa,Mjawa,Dutani
GOS,Tanzania,Rufiji DC,Mjawa,Mjawa,Gosa
MTE,Tanzania,Rufiji DC,Mjawa,Mjawa,Mtetani
NGW,Tanzania,Rufiji DC,Mjawa,Mjawa,Ngalemwa
GOO,Tanzania,Rufiji DC,Mjawa,Motomoto,Goloatanga
APC,Tanzania,Rufiji DC,Mjawa,Motomoto,Misogole
MSE,Tanzania,Rufiji DC,Mjawa,Ngalengwa,Msega
MGC,Tanzania,Rufiji DC,Mjawa,Ngalengwa,Mtuluma
UCN,Tanzania,Rufiji DC,Mjawa,Uchembe,Uchembe chini
UCM,Tanzania,Rufiji DC,Mjawa,Uchembe,Uchembe juu
UCE,Tanzania,Rufiji DC,Mjawa,Uponda,Uchembe
UPI,Tanzania,Rufiji DC,Mjawa,Uponda,Uponda Chini
UP ,Tanzania,Rufiji DC,Mjawa,Uponda,Uponda Juu
MBJ,Tanzania,Rufiji DC,Mkongo,Mbunju Mvuleni,Mbunju
MVU,Tanzania,Rufiji DC,Mkongo,Mbunju Mvuleni,Mvuleni
KAK,Tanzania,Rufiji DC,Mkongo,Mkongo Kaskazini,Karakana
QAB,Tanzania,Rufiji DC,Mkongo,Mkongo Kaskazini,Nyipara
RUS,Tanzania,Rufiji DC,Mkongo,Mkongo Kaskazini,Rusende
GPS,Tanzania,Rufiji DC,Mkongo,Mkongo Kusini,Kitundu
GEQ,Tanzania,Rufiji DC,Mkongo,Mkongo Kusini,Kiwili
ABO,Tanzania,Rufiji DC,Mkongo,Mkongo Kusini,Makoge
CLV,Tanzania,Rufiji DC,Mkongo,Mkongo Kusini,Mkunga
BET,Tanzania,Rufiji DC,Mkongo,Ruwe,Beta
GRX,Tanzania,Rufiji DC,Mkongo,Ruwe,Kipera
YQB,Tanzania,Rufiji DC,Mkongo,Ruwe,Nyaringwe
BXT,Tanzania,Rufiji DC,Mlanzi,Machipi,Kibuni
KIQ,Tanzania,Rufiji DC,Mlanzi,Machipi,Mangimbwage
NIP,Tanzania,Rufiji DC,Mlanzi,Machipi,Msikitini
NGJ,Tanzania,Rufiji DC,Mlanzi,Machipi,Ngonja
RUD,Tanzania,Rufiji DC,Mlanzi,Machipi,Ruanda
BOR,Tanzania,Rufiji DC,Mlanzi,Mlanzi,Bora
HCL,Tanzania,Rufiji DC,Mlanzi,Mlanzi,Kikimbili
BWA,Tanzania,Rufiji DC,Mlanzi,Mlanzi,Kimbindu
UBF,Tanzania,Rufiji DC,Mlanzi,Mlanzi,Kingweti
LIK,Tanzania,Rufiji DC,Mlanzi,Mlanzi,Like
MIZ,Tanzania,Rufiji DC,Mlanzi,Mlanzi,Milonzi
MKJ,Tanzania,Rufiji DC,Mlanzi,Mlanzi,Mkwajuni
MLB,Tanzania,Rufiji DC,Mlanzi,Mlanzi,Mlanzi Magharibi
ML ,Tanzania,Rufiji DC,Mlanzi,Mlanzi,Mlanzi Mashariki
BOB,Tanzania,Rufiji DC,Mlanzi,Ngondai,Bora
KLS,Tanzania,Rufiji DC,Mlanzi,Ngondai,Kilonji
NGD,Tanzania,Rufiji DC,Mlanzi,Ngondai,Ngondai
XUR,Tanzania,Rufiji DC,Mlanzi,Nyamwimbe,Malenda
MA ,Tanzania,Rufiji DC,Mlanzi,Nyamwimbe,Malenda Halisi
CQA,Tanzania,Rufiji DC,Mlanzi,Nyamwimbe,Miparani
LMX,Tanzania,Rufiji DC,Mlanzi,Nyamwimbe,Nyelelo
UMT,Tanzania,Rufiji DC,Mlanzi,Nyamwimbe,Umtanga
CHY,Tanzania,Rufiji DC,Mohoro,King'ong'o,Chayonge
ZFP,Tanzania,Rufiji DC,Mohoro,King'ong'o,King'ong'o
OZJ,Tanzania,Rufiji DC,Mohoro,King'ong'o,Kisangi
KWA,Tanzania,Rufiji DC,Mohoro,King'ong'o,Kwampakwila
MPL,Tanzania,Rufiji DC,Mohoro,King'ong'o,Mpelepele
FLI,Tanzania,Rufiji DC,Mohoro,Kiwanga,Kiwanga
LOO,Tanzania,Rufiji DC,Mohoro,Kiwanga,Londondo
MIH,Tanzania,Rufiji DC,Mohoro,Kiwanga,Mihiru
VXR,Tanzania,Rufiji DC,Mohoro,Mohoro Magharibi,Mwanani
RGL,Tanzania,Rufiji DC,Mohoro,Mohoro Magharibi,Nyakikai
PIX,Tanzania,Rufiji DC,Mohoro,Mohoro Magharibi,Nyandote
OLM,Tanzania,Rufiji DC,Mohoro,Mohoro Magharibi,Oldmohoro
SUU,Tanzania,Rufiji DC,Mohoro,Mohoro Magharibi,Sunga
SUS,Tanzania,Rufiji DC,Mohoro,Mohoro Magharibi,Sungapwani
CHW,Tanzania,Rufiji DC,Mohoro,Mohoro Mashariki,Chamwenge
JWA,Tanzania,Rufiji DC,Mohoro,Mohoro Mashariki,Nyampaku bara
EIA,Tanzania,Rufiji DC,Mohoro,Mohoro Mashariki,Nyampaku mashariki
GXP,Tanzania,Rufiji DC,Mohoro,Mohoro Mashariki,Nyampaku pwani
WTH,Tanzania,Rufiji DC,Mohoro,Mohoro Mashariki,Nyautika
MKZ,Tanzania,Rufiji DC,Mohoro,Ndundutawa,Mkenzi
FJL,Tanzania,Rufiji DC,Mohoro,Ndundutawa,Msikitini
NDT,Tanzania,Rufiji DC,Mohoro,Ndundutawa,Ndundutawa
DQC,Tanzania,Rufiji DC,Mohoro,Ndundutawa,Nyalindi
BYK,Tanzania,Rufiji DC,Mohoro,Shela,Kindwitwi
RAN,Tanzania,Rufiji DC,Mohoro,Shela,Rangitatu
STA,Tanzania,Rufiji DC,Mohoro,Shela,Staand Mikolwa
NUN,Tanzania,Rufiji DC,Msala,Kiasi,Nunu
MFH,Tanzania,Rufiji DC,Msala,Kiasi,Nyunguni
PLO,Tanzania,Rufiji DC,Msala,Kiasi,Plot
UWA,Tanzania,Rufiji DC,Msala,Kiasi,Uwandani
OXM,Tanzania,Rufiji DC,Msala,Msala,Majaliwa
ZCF,Tanzania,Rufiji DC,Msala,Msala,Mbaleni
MBO,Tanzania,Rufiji DC,Msala,Msala,Mbomboni
UKO,Tanzania,Rufiji DC,Msala,Msala,Ukongoro
WAS,Tanzania,Rufiji DC,Msala,Msala,Wasamade
DOE,Tanzania,Rufiji DC,Msala,Twasalie,Domwe
QNA,Tanzania,Rufiji DC,Msala,Twasalie,Kisimbya
UNH,Tanzania,Rufiji DC,Msala,Twasalie,Nyahimba
PLT,Tanzania,Rufiji DC,Msala,Twasalie,Plot
TAR,Tanzania,Rufiji DC,Msala,Twasalie,Taracho
BUU,Tanzania,Rufiji DC,Mtawanya,Bumba,Bumba
YNG,Tanzania,Rufiji DC,Mtawanya,Kinyanya Kati,Kinyanya Kati
SWC,Tanzania,Rufiji DC,Mtawanya,Magogo matatu,Magogo matatu
QAH,Tanzania,Rufiji DC,Mtawanya,Matumbi,Matumbi
MID,Tanzania,Rufiji DC,Mtawanya,Mikendo,Mikendo
MSR,Tanzania,Rufiji DC,Mtawanya,Msoro,Msoro
NDL,Tanzania,Rufiji DC,Mtawanya,Ndechamula,Ndechamula
YNQ,Tanzania,Rufiji DC,Mtawanya,Nyamlani,Nyamlani
ROA,Tanzania,Rufiji DC,Mtawanya,Roja,Roja
UGG,Tanzania,Rufiji DC,Mtawanya,Ugezi,Ugezi
UMD,Tanzania,Rufiji DC,Mtawanya,Umikendo,Umikendo
UMN,Tanzania,Rufiji DC,Mtawanya,Umkunama,Umkunama
UPP,Tanzania,Rufiji DC,Mtawanya,Upazi,Upazi
ZOO,Tanzania,Rufiji DC,Mtawanya,Zomboko,Zomboko
EVJ,Tanzania,Rufiji DC,Mtunda,Kikale,Kikale
MXV,Tanzania,Rufiji DC,Mtunda,Kikale,Kikalemtandu
MJP,Tanzania,Rufiji DC,Mtunda,Kikale,Makoge
DIJ,Tanzania,Rufiji DC,Mtunda,Mtunda A,Mbogolo
QBI,Tanzania,Rufiji DC,Mtunda,Mtunda A,Mbumi
MIU,Tanzania,Rufiji DC,Mtunda,Mtunda A,Mikunguni
ISY,Tanzania,Rufiji DC,Mtunda,Mtunda A,Mtunda A
JUP,Tanzania,Rufiji DC,Mtunda,Mtunda A,Nguaro
BEA,Tanzania,Rufiji DC,Mtunda,Mtunda B,Beta
MCK,Tanzania,Rufiji DC,Mtunda,Mtunda B,Mchikichini
MTB,Tanzania,Rufiji DC,Mtunda,Mtunda B,Mtunda B
NGY,Tanzania,Rufiji DC,Mtunda,Mtunda B,Nganyaga
NYF,Tanzania,Rufiji DC,Mtunda,Mtunda B,Nyafeda
ORK,Tanzania,Rufiji DC,Mtunda,Muyuyu,Magomeni
XNK,Tanzania,Rufiji DC,Mtunda,Muyuyu,Misuguri
MKT,Tanzania,Rufiji DC,Mtunda,Muyuyu,Mkata
EMZ,Tanzania,Rufiji DC,Mtunda,Muyuyu,Muyuyu
NJI,Tanzania,Rufiji DC,Mtunda,Muyuyu,Njianne
RYW,Tanzania,Rufiji DC,Mtunda,Muyuyu,Nyambele
SOW,Tanzania,Rufiji DC,Mtunda,Muyuyu,Sonywe
QZR,Tanzania,Rufiji DC,Mwambao,Kigunguli,Mkole
MPU,Tanzania,Rufiji DC,Mwambao,Kigunguli,Mpafuni
MSL,Tanzania,Rufiji DC,Mwambao,Kigunguli,Mselema
KAO,Tanzania,Rufiji DC,Mwambao,"Kivinja ""A""",Kariakoo
LKV,Tanzania,Rufiji DC,Mwambao,"Kivinja ""A""",Kigunguli
ZXA,Tanzania,Rufiji DC,Mwambao,"Kivinja ""A""",Kisanjani kaya
JYG,Tanzania,Rufiji DC,Mwambao,"Kivinja ""A""",Masakwi
MFE,Tanzania,Rufiji DC,Mwambao,"Kivinja ""B""",Mfenesini
ZVX,Tanzania,Rufiji DC,Mwambao,"Kivinja ""B""",Mkegetoni
MWT,Tanzania,Rufiji DC,Mwambao,"Kivinja ""B""",Mweyubaruti
MIT,Tanzania,Rufiji DC,Mwambao,Mchungu,Mititimbo
MPK,Tanzania,Rufiji DC,Mwambao,Mchungu,Mpekeso
UIN,Tanzania,Rufiji DC,Mwambao,Mkenda,Kikombe
MKD,Tanzania,Rufiji DC,Mwambao,Mkenda,Mkenda
OWP,Tanzania,Rufiji DC,Mwambao,Mkenda,Ngungule
GEN,Tanzania,Rufiji DC,Mwambao,Msindaji,Genju
MXD,Tanzania,Rufiji DC,Mwambao,Msindaji,Madukani
KWN,Tanzania,Rufiji DC,Mwaseni,Mloka,Kwangazi
ZIP,Tanzania,Rufiji DC,Mwaseni,Mloka,Mkange
