list_name,name,label::Portuguese,label::Swahili,country,region,district,ward,village,hamlet,code
hamlet,7 de Abril,7 de Abril,7 de Abril,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,7 de Abril,DEA
hamlet,8 de Marco,8 de Marco,8 de Marco,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,8 de Marco,DEM
hamlet,Agostinho Neto,Agostinho Neto,Agostinho Neto,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Agostinho Neto,AGO
hamlet,Armando Emilio Guebuza,Armando Emilio Guebuza,Armando Emilio Guebuza,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Armando Emilio Guebuza,AGG
hamlet,Chiverano,Chiverano,Chiverano,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Chiverano,CHV
hamlet,Cimento,Cimento,Cimento,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Cimento,CIM
hamlet,Forca da Mudanca,Forca da Mudanca,Forca da Mudanca,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Forca da Mudanca,FFF
hamlet,Josina Machel,Josina Machel,Josina Machel,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Josina Machel,JSA
hamlet,Liberdade A,Liberdade A,Liberdade A,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Liberdade A,LIB
hamlet,Liberdade B,Liberdade B,Liberdade B,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Liberdade B,LIE
hamlet,Luta Continua,Luta Continua,Luta Continua,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Luta Continua,LUT
hamlet,Mazembe,Mazembe,Mazembe,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Mazembe,MMZ
hamlet,Mbaua,Mbaua,Mbaua,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Mbaua,BAX
hamlet,Mifarinha,Mifarinha,Mifarinha,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Mifarinha,MIF
hamlet,Nhalumbanda,Nhalumbanda,Nhalumbanda,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Nhalumbanda,NHA
hamlet,Nhamissundo,Nhamissundo,Nhamissundo,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Nhamissundo,NHM
hamlet,Ntada,Ntada,Ntada,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Ntada,NTA
hamlet,Samora Machel,Samora Machel,Samora Machel,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Samora Machel,SMZ
hamlet,Serracao,Serracao,Serracao,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Serracao,SER
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Marruma,Outro,NA
hamlet,Mocha,Mocha,Mocha,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Mocha,Mocha,MHA
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Mocha,Outro,NA
hamlet,Barroso,Barroso,Barroso,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Barroso,BRS
hamlet,Capece,Capece,Capece,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Capece,CAP
hamlet,Cunhanhassa,Cunhanhassa,Cunhanhassa,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Cunhanhassa,CUN
hamlet,Gale,Gale,Gale,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Gale,GAL
hamlet,Gomoi,Gomoi,Gomoi,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Gomoi,GMI
hamlet,Magamba,Magamba,Magamba,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Magamba,MAG
hamlet,Mangala,Mangala,Mangala,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Mangala,MAN
hamlet,Migoa,Migoa,Migoa,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Migoa,MIG
hamlet,Mulaira,Mulaira,Mulaira,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Mulaira,MUL
hamlet,N'goma,N'goma,N'goma,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,N'goma,NNX
hamlet,Nota,Nota,Nota,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Nota,NOT
hamlet,Ntongolo,Ntongolo,Ntongolo,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Ntongolo,NTG
hamlet,Tambalico,Tambalico,Tambalico,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Tambalico,TAM
hamlet,Tesoura,Tesoura,Tesoura,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Tesoura,TES
hamlet,Tiquita,Tiquita,Tiquita,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Tiquita,TIQ
hamlet,Vembe,Vembe,Vembe,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Vembe,VEM
hamlet,Vumbe,Vumbe,Vumbe,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Vumbe,VUM
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Sangalaza,Outro,NA
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Cuacua,Other,Outro,NA
hamlet,Cocorico,Cocorico,Cocorico,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Cocorico,Cocorico,COC
hamlet,Mefula,Mefula,Mefula,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Cocorico,Mefula,MEF
hamlet,Ngimbe,Ngimbe,Ngimbe,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Cocorico,Ngimbe,NGX
hamlet,Ngombe,Ngombe,Ngombe,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Cocorico,Ngombe,NOB
hamlet,Nhafimbo,Nhafimbo,Nhafimbo,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Cocorico,Nhafimbo,NFI
hamlet,Sanguimbe,Sanguimbe,Sanguimbe,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Cocorico,Sanguimbe,SNG
hamlet,Tole,Tole,Tole,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Cocorico,Tole,TLE
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Cocorico,Outro,NA
hamlet,Liberdade,Liberdade,Liberdade,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Mefula,Liberdade,LLE
hamlet,Mirui,Mirui,Mirui,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Mefula,Mirui,MIX
hamlet,Nsalange,Nsalange,Nsalange,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Mefula,Nsalange,NSG
hamlet,Nsondera,Nsondera,Nsondera,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Mefula,Nsondera,NSD
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Mefula,Outro,NA
hamlet,Armando Emilio Guebuza,Armando Emilio Guebuza,Armando Emilio Guebuza,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhacatundo,Armando Emilio Guebuza,AEG
hamlet,Cimento,Cimento,Cimento,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhacatundo,Cimento,CMX
hamlet,Cua-cua,Cua-cua,Cua-cua,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhacatundo,Cua-cua,CCC
hamlet,Eduardo Mondlane,Eduardo Mondlane,Eduardo Mondlane,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhacatundo,Eduardo Mondlane,EMX
hamlet,Janeiro,Janeiro,Janeiro,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhacatundo,Janeiro,JAN
hamlet,Josina Machel,Josina Machel,Josina Machel,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhacatundo,Josina Machel,JSD
hamlet,Liberdade,Liberdade,Liberdade,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhacatundo,Liberdade,LRX
hamlet,Samora Machel,Samora Machel,Samora Machel,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhacatundo,Samora Machel,SMX
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhacatundo,Outro,NA
hamlet,1 de Maio,1 de Maio,1 de Maio,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhamirere,1 de Maio,DMI
hamlet,25 de Junho,25 de Junho,25 de Junho,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhamirere,25 de Junho,DXX
hamlet,3 de Fevereiro,3 de Fevereiro,3 de Fevereiro,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhamirere,3 de Fevereiro,FVX
hamlet,Acordo de Roma,Acordo de Roma,Acordo de Roma,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhamirere,Acordo de Roma,DRM
hamlet,Eduardo Mondlane,Eduardo Mondlane,Eduardo Mondlane,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhamirere,Eduardo Mondlane,MDL
hamlet,Josina Machel,Josina Machel,Josina Machel,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhamirere,Josina Machel,JSC
hamlet,Nhamirere A,Nhamirere A,Nhamirere A,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhamirere,Nhamirere A,NRA
hamlet,Samora Machel,Samora Machel,Samora Machel,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhamirere,Samora Machel,SAO
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhamirere,Outro,NA
hamlet,Mazembe,Mazembe,Mazembe,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhanga,Mazembe,MZM
hamlet,Nsanze,Nsanze,Nsanze,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhanga,Nsanze,NNZ
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nhanga,Outro,NA
hamlet,1 de Maio,1 de Maio,1 de Maio,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nzanza,1 de Maio,NDM
hamlet,3 de Fevereiro,3 de Fevereiro,3 de Fevereiro,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nzanza,3 de Fevereiro,TFX
hamlet,Forca da Mudanca,Forca da Mudanca,Forca da Mudanca,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nzanza,Forca da Mudanca,FRX
hamlet,Josina Machel,Josina Machel,Josina Machel,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nzanza,Josina Machel,JSE
hamlet,Matantune,Matantune,Matantune,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nzanza,Matantune,MTX
hamlet,Nzanza Sede,Nzanza Sede,Nzanza Sede,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nzanza,Nzanza Sede,NZA
hamlet,Obra,Obra,Obra,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nzanza,Obra,OBX
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Nzanza,Outro,NA
hamlet,12 de Outubro,12 de Outubro,12 de Outubro,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Veloso,12 de Outubro,DDO
hamlet,7 de Abril,7 de Abril,7 de Abril,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Veloso,7 de Abril,DEZ
hamlet,Gundagunda,Gundagunda,Gundagunda,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Veloso,Gundagunda,GNX
hamlet,Muabado,Muabado,Muabado,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Veloso,Muabado,MDX
hamlet,Nhacolo,Nhacolo,Nhacolo,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Veloso,Nhacolo,NHC
hamlet,Samora Machel,Samora Machel,Samora Machel,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Veloso,Samora Machel,SAX
hamlet,Waia,Waia,Waia,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Veloso,Waia,WAX
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Veloso,Outro,NA
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Nzanza,Other,Outro,NA
hamlet,Alfredo,Alfredo,Alfredo,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Majambe,Alfredo,ALR
hamlet,Cumbalenga,Cumbalenga,Cumbalenga,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Majambe,Cumbalenga,CUM
hamlet,Lota,Lota,Lota,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Majambe,Lota,LOT
hamlet,Majambe,Majambe,Majambe,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Majambe,Majambe,MAJ
hamlet,Misao,Misao,Misao,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Majambe,Misao,MOO
hamlet,Nhangu,Nhangu,Nhangu,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Majambe,Nhangu,NNU
hamlet,Nhangu B,Nhangu B,Nhangu B,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Majambe,Nhangu B,NHB
hamlet,Nsanzo,Nsanzo,Nsanzo,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Majambe,Nsanzo,NSZ
hamlet,Ntruzao,Ntruzao,Ntruzao,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Majambe,Ntruzao,NTR
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Majambe,Outro,NA
hamlet,Botao,Botao,Botao,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Ndingo,Botao,TAO
hamlet,Longodze,Longodze,Longodze,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Ndingo,Longodze,LGZ
hamlet,Ndingo,Ndingo,Ndingo,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Ndingo,Ndingo,DNG
hamlet,Ngangane,Ngangane,Ngangane,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Ndingo,Ngangane,GNG
hamlet,Vundo A,Vundo A,Vundo A,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Ndingo,Vundo A,VDA
hamlet,Vundo B,Vundo B,Vundo B,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Ndingo,Vundo B,VDB
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Ndingo,Outro,NA
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Rovuma/Conho,Other,Outro,NA
hamlet,1 de Maio,1 de Maio,1 de Maio,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,1 de Maio,DDE
hamlet,25 de Setembro,25 de Setembro,25 de Setembro,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,25 de Setembro,DRX
hamlet,3 de Fevereiro,3 de Fevereiro,3 de Fevereiro,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,3 de Fevereiro,DFO
hamlet,7 de Setembro,7 de Setembro,7 de Setembro,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,7 de Setembro,DDS
hamlet,Acordos de Lusaka,Acordos de Lusaka,Acordos de Lusaka,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,Acordos de Lusaka,ACD
hamlet,Chimuara Sede,Chimuara Sede,Chimuara Sede,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,Chimuara Sede,CHS
hamlet,Chizimba,Chizimba,Chizimba,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,Chizimba,CHB
hamlet,Eduardo Mondlane,Eduardo Mondlane,Eduardo Mondlane,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,Eduardo Mondlane,EDX
hamlet,Josina Machel,Josina Machel,Josina Machel,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,Josina Machel,JSB
hamlet,Julius Nyerere,Julius Nyerere,Julius Nyerere,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,Julius Nyerere,JUL
hamlet,Magaio,Magaio,Magaio,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,Magaio,MAA
hamlet,Mandawa,Mandawa,Mandawa,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,Mandawa,MDM
hamlet,Sangate,Sangate,Sangate,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,Sangate,SAN
hamlet,Somopo,Somopo,Somopo,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,Somopo,SOM
hamlet,Vinte,Vinte,Vinte,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,Vinte,VNT
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Chimuara,Outro,NA
hamlet,Braz,Braz,Braz,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Noere,Braz,BRA
hamlet,Fardo,Fardo,Fardo,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Noere,Fardo,FAR
hamlet,Mambucha,Mambucha,Mambucha,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Noere,Mambucha,MAM
hamlet,Minjale,Minjale,Minjale,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Noere,Minjale,MIN
hamlet,Muntaia,Muntaia,Muntaia,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Noere,Muntaia,MNI
hamlet,Nhamizinga,Nhamizinga,Nhamizinga,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Noere,Nhamizinga,NHZ
hamlet,Noere,Noere,Noere,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Noere,Noere,NOE
hamlet,Quembo,Quembo,Quembo,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Noere,Quembo,QUE
hamlet,Soares,Soares,Soares,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Noere,Soares,SOA
hamlet,Valeta,Valeta,Valeta,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Noere,Valeta,VAL
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Noere,Outro,NA
hamlet,25 de Setembro,25 de Setembro,25 de Setembro,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,25 de Setembro,DER
hamlet,Agostinho Neto,Agostinho Neto,Agostinho Neto,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Agostinho Neto,AGX
hamlet,Chitucotuco,Chitucotuco,Chitucotuco,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Chitucotuco,CHC
hamlet,Cimento,Cimento,Cimento,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Cimento,CIE
hamlet,Eduardo Mondlane,Eduardo Mondlane,Eduardo Mondlane,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Eduardo Mondlane,EDZ
hamlet,Gulamo,Gulamo,Gulamo,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Gulamo,GUL
hamlet,Liberdade,Liberdade,Liberdade,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Liberdade,LIZ
hamlet,Navena,Navena,Navena,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Navena,NAV
hamlet,Ncomati,Ncomati,Ncomati,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Ncomati,NCO
hamlet,Nhamigonhane,Nhamigonhane,Nhamigonhane,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Nhamigonhane,NAG
hamlet,Nhamingulo,Nhamingulo,Nhamingulo,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Nhamingulo,NHU
hamlet,Nhamipama,Nhamipama,Nhamipama,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Nhamipama,NHP
hamlet,Nsussa,Nsussa,Nsussa,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Nsussa,NSU
hamlet,Sambane,Sambane,Sambane,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Sambane,SEA
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Nzero,Outro,NA
hamlet,25 de Junho,25 de Junho,25 de Junho,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,25 de Junho,VDJ
hamlet,9 Congresso,9 Congresso,9 Congresso,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,9 Congresso,CNG
hamlet,Armando Emilio Guebuza,Armando Emilio Guebuza,Armando Emilio Guebuza,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Armando Emilio Guebuza,AGZ
hamlet,Bote,Bote,Bote,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Bote,BTE
hamlet,Coyowe,Coyowe,Coyowe,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Coyowe,COY
hamlet,Dolo,Dolo,Dolo,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Dolo,DLO
hamlet,Josina Machel,Josina Machel,Josina Machel,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Josina Machel,JON
hamlet,Liberdade,Liberdade,Liberdade,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Liberdade,LIX
hamlet,Massonjoeira,Massonjoeira,Massonjoeira,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Massonjoeira,JEI
hamlet,Murato,Murato,Murato,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Murato,MRT
hamlet,Nhamirere,Nhamirere,Nhamirere,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Nhamirere,NIB
hamlet,Rapoio,Rapoio,Rapoio,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Rapoio,RPO
hamlet,Sambalendo,Sambalendo,Sambalendo,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Sambalendo,SAE
hamlet,Samora Machel,Samora Machel,Samora Machel,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Samora Machel,SMM
hamlet,Sassanha,Sassanha,Sassanha,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Sassanha,SSS
hamlet,Sassune,Sassune,Sassune,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Sassune,SAS
hamlet,Sassune Raunde (3 de Fevereiro),Sassune Raunde (3 de Fevereiro),Sassune Raunde (3 de Fevereiro),Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Sassune Raunde (3 de Fevereiro),SRD
hamlet,Taibo,Taibo,Taibo,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Taibo,TAI
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Sambalendo,Outro,NA
hamlet,Other,Outro,Nyingine,Mozambique,Zambezia,Mopeia,Mopeia sede | Sambalendo,Other,Outro,NA
hamlet,Mkundi,Mkundi,Mkundi,Tanzania,Pwani,Kibiti DC,Bungu,Bungu A,Mkundi,MKU
hamlet,Muongozo,Muongozo,Muongozo,Tanzania,Pwani,Kibiti DC,Bungu,Bungu A,Muongozo,MWO
hamlet,Mwenge,Mwenge,Mwenge,Tanzania,Pwani,Kibiti DC,Bungu,Bungu A,Mwenge,MWE
hamlet,Other,Outro,Nyingine,Tanzania,Pwani,Kibiti DC,Bungu,Bungu A,Other,NA
hamlet,Kibaoni,Kibaoni,Kibaoni,Tanzania,Pwani,Kibiti DC,Bungu,Bungu B,Kibaoni,KIB
hamlet,Kibwibwi,Kibwibwi,Kibwibwi,Tanzania,Pwani,Kibiti DC,Bungu,Bungu B,Kibwibwi,KKW
hamlet,Kinyamale,Kinyamale,Kinyamale,Tanzania,Pwani,Kibiti DC,Bungu,Bungu B,Kinyamale,KIN
hamlet,Kipenya,Kipenya,Kipenya,Tanzania,Pwani,Kibiti DC,Bungu,Bungu B,Kipenya,KIP
hamlet,Kitula,Kitula,Kitula,Tanzania,Pwani,Kibiti DC,Bungu,Bungu B,Kitula,KIT
hamlet,Other,Outro,Nyingine,Tanzania,Pwani,Kibiti DC,Bungu,Bungu B,Other,NA
hamlet,Azimio,Azimio,Azimio,Tanzania,Pwani,Kibiti DC,Bungu,Mangombela,Azimio,AZI
hamlet,Nyamango,Nyamango,Nyamango,Tanzania,Pwani,Kibiti DC,Bungu,Mangombela,Nyamango,NYM
hamlet,Other,Outro,Nyingine,Tanzania,Pwani,Kibiti DC,Bungu,Mangombela,Other,NA
hamlet,Bungu B,Bungu B,Bungu B,Tanzania,Pwani,Kibiti DC,Bungu,Msafiri,Bungu B,BUN
hamlet,Msafiri,Msafiri,Msafiri,Tanzania,Pwani,Kibiti DC,Bungu,Msafiri,Msafiri,MSA
hamlet,Ngongoroka,Ngongoroka,Ngongoroka,Tanzania,Pwani,Kibiti DC,Bungu,Msafiri,Ngongoroka,NGO
hamlet,Nyakilo,Nyakilo,Nyakilo,Tanzania,Pwani,Kibiti DC,Bungu,Msafiri,Nyakilo,NYK
hamlet,Zumbe,Zumbe,Zumbe,Tanzania,Pwani,Kibiti DC,Bungu,Msafiri,Zumbe,ZUM
hamlet,Other,Outro,Nyingine,Tanzania,Pwani,Kibiti DC,Bungu,Msafiri,Other,NA
hamlet,Dungutu,Dungutu,Dungutu,Tanzania,Pwani,Kibiti DC,Bungu,Nyambili,Dungutu,DUN
hamlet,Nyambili Kaskazini,Nyambili Kaskazini,Nyambili Kaskazini,Tanzania,Pwani,Kibiti DC,Bungu,Nyambili,Nyambili Kaskazini,NYB
