"list_name","name","label::English","label::Portuguese","label::Swahili","country","region","district","ward","village"
"hamlet","Nyakilo","Nyakilo","Nyakilo","Nyakilo","Tanzania","Pwani","Kibiti DC","Bungu","Msafiri"
"hamlet","Zumbe","Zumbe","Zumbe","Zumbe","Tanzania","Pwani","Kibiti DC","Bungu","Msafiri"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Bungu","Msafiri"
"hamlet","Dungutu","Dungutu","Dungutu","Dungutu","Tanzania","Pwani","Kibiti DC","Bungu","Nyambili"
"hamlet","Nyambili Kaskazini","Nyambili Kaskazini","Nyambili Kaskazini","Nyambili Kaskazini","Tanzania","Pwani","Kibiti DC","Bungu","Nyambili"
"hamlet","Nyambili Kusini","Nyambili Kusini","Nyambili Kusini","Nyambili Kusini","Tanzania","Pwani","Kibiti DC","Bungu","Nyambili"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Bungu","Nyambili"
"hamlet","Besabu","Besabu","Besabu","Besabu","Tanzania","Pwani","Kibiti DC","Bungu","Nyambunda"
"hamlet","Mkwandara","Mkwandara","Mkwandara","Mkwandara","Tanzania","Pwani","Kibiti DC","Bungu","Nyambunda"
"hamlet","Nangundu","Nangundu","Nangundu","Nangundu","Tanzania","Pwani","Kibiti DC","Bungu","Nyambunda"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Bungu","Nyambunda"
"hamlet","Lugome","Lugome","Lugome","Lugome","Tanzania","Pwani","Kibiti DC","Bungu","Pagae"
"hamlet","Mkale","Mkale","Mkale","Mkale","Tanzania","Pwani","Kibiti DC","Bungu","Pagae"
"hamlet","Nyameku","Nyameku","Nyameku","Nyameku","Tanzania","Pwani","Kibiti DC","Bungu","Pagae"
"hamlet","Undembo","Undembo","Undembo","Undembo","Tanzania","Pwani","Kibiti DC","Bungu","Pagae"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Bungu","Pagae"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Bungu","Other"
"hamlet","Bondeni","Bondeni","Bondeni","Bondeni","Tanzania","Pwani","Kibiti DC","Dimani","Bondeni"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","Bondeni"
"hamlet","Dimani","Dimani","Dimani","Dimani","Tanzania","Pwani","Kibiti DC","Dimani","Dimani"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","Dimani"
"hamlet","Dimani A","Dimani A","Dimani A","Dimani A","Tanzania","Pwani","Kibiti DC","Dimani","Dimani A"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","Dimani A"
"hamlet","Dimani B","Dimani B","Dimani B","Dimani B","Tanzania","Pwani","Kibiti DC","Dimani","Dimani B"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","Dimani B"
"hamlet","Kilimbili","Kilimbili","Kilimbili","Kilimbili","Tanzania","Pwani","Kibiti DC","Dimani","Kilimbili"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","Kilimbili"
"hamlet","Kimbuga","Kimbuga","Kimbuga","Kimbuga","Tanzania","Pwani","Kibiti DC","Dimani","Kimbuga"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","Kimbuga"
"hamlet","Ng'ambo","Ng'ambo","Ng'ambo","Ng'ambo","Tanzania","Pwani","Kibiti DC","Dimani","Ng'ambo"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","Ng'ambo"
"hamlet","Ngulakula","Ngulakula","Ngulakula","Ngulakula","Tanzania","Pwani","Kibiti DC","Dimani","Ngulakula"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","Ngulakula"
"hamlet","Nyambangala","Nyambangala","Nyambangala","Nyambangala","Tanzania","Pwani","Kibiti DC","Dimani","Nyambangala"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","Nyambangala"
"hamlet","Penda","Penda","Penda","Penda","Tanzania","Pwani","Kibiti DC","Dimani","Penda"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","Penda"
"hamlet","Penda-Kimbuga","Penda-Kimbuga","Penda-Kimbuga","Penda-Kimbuga","Tanzania","Pwani","Kibiti DC","Dimani","Penda-kimbuga"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","Penda-kimbuga"
"hamlet","Penda-Miwaga","Penda-Miwaga","Penda-Miwaga","Penda-Miwaga","Tanzania","Pwani","Kibiti DC","Dimani","Penda-miwaga"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","Penda-miwaga"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","Other"
"hamlet","Kibiti Kati","Kibiti Kati","Kibiti Kati","Kibiti Kati","Tanzania","Pwani","Kibiti DC","Kibiti","Kibiti Kati"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Kibiti Kati"
"hamlet","Kibiti Kusini","Kibiti Kusini","Kibiti Kusini","Kibiti Kusini","Tanzania","Pwani","Kibiti DC","Kibiti","Kibiti Kusini"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Kibiti Kusini"
"hamlet","Kingwira","Kingwira","Kingwira","Kingwira","Tanzania","Pwani","Kibiti DC","Kibiti","Kingwira"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Kingwira"
"hamlet","Kitembo","Kitembo","Kitembo","Kitembo","Tanzania","Pwani","Kibiti DC","Kibiti","Kitembo"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Kitembo"
"hamlet","Lumionzi","Lumionzi","Lumionzi","Lumionzi","Tanzania","Pwani","Kibiti DC","Kibiti","Lumionzi"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Lumionzi"
"hamlet","Makaoni","Makaoni","Makaoni","Makaoni","Tanzania","Pwani","Kibiti DC","Kibiti","Makaoni"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Makaoni"
"hamlet","Mbebetini","Mbebetini","Mbebetini","Mbebetini","Tanzania","Pwani","Kibiti DC","Kibiti","Mbebetini"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Mbebetini"
"hamlet","Mkubuge","Mkubuge","Mkubuge","Mkubuge","Tanzania","Pwani","Kibiti DC","Kibiti","Mkubuge"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Mkubuge"
"hamlet","Mkundi","Mkundi","Mkundi","Mkundi","Tanzania","Pwani","Kibiti DC","Kibiti","Mkundi"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Mkundi"
"hamlet","Mkupuka","Mkupuka","Mkupuka","Mkupuka","Tanzania","Pwani","Kibiti DC","Kibiti","Mkupuka"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Mkupuka"
"hamlet","Nyamakingili","Nyamakingili","Nyamakingili","Nyamakingili","Tanzania","Pwani","Kibiti DC","Kibiti","Nyamakingili"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Nyamakingili"
"hamlet","Nyangwego","Nyangwego","Nyangwego","Nyangwego","Tanzania","Pwani","Kibiti DC","Kibiti","Nyangwego"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Nyangwego"
"hamlet","Nyatanga","Nyatanga","Nyatanga","Nyatanga","Tanzania","Pwani","Kibiti DC","Kibiti","Nyatanga"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Nyatanga"
"hamlet","Lumiozi","Lumiozi","Lumiozi","Lumiozi","Tanzania","Pwani","Kibiti DC","Kibiti","Runyozi"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Runyozi"
"hamlet","Sokoni","Sokoni","Sokoni","Sokoni","Tanzania","Pwani","Kibiti DC","Kibiti","Sokoni"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Sokoni"
"hamlet","Zimbwini","Zimbwini","Zimbwini","Zimbwini","Tanzania","Pwani","Kibiti DC","Kibiti","Zimbwini"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Zimbwini"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","Other"
"hamlet","Bumbuamani","Bumbuamani","Bumbuamani","Bumbuamani","Tanzania","Pwani","Kibiti DC","Kiongoroni","Jaja"
"hamlet","Kitongani","Kitongani","Kitongani","Kitongani","Tanzania","Pwani","Kibiti DC","Kiongoroni","Jaja"
"hamlet","Mjimwema","Mjimwema","Mjimwema","Mjimwema","Tanzania","Pwani","Kibiti DC","Kiongoroni","Jaja"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kiongoroni","Jaja"
"hamlet","Bweni","Bweni","Bweni","Bweni","Tanzania","Pwani","Kibiti DC","Kiongoroni","Kiongoroni"
"hamlet","Makwende","Makwende","Makwende","Makwende","Tanzania","Pwani","Kibiti DC","Kiongoroni","Kiongoroni"
"hamlet","Nyaobe","Nyaobe","Nyaobe","Nyaobe","Tanzania","Pwani","Kibiti DC","Kiongoroni","Kiongoroni"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kiongoroni","Kiongoroni"
"hamlet","Kilambani","Kilambani","Kilambani","Kilambani","Tanzania","Pwani","Kibiti DC","Kiongoroni","Pombwe"
"hamlet","Mbungwi","Mbungwi","Mbungwi","Mbungwi","Tanzania","Pwani","Kibiti DC","Kiongoroni","Pombwe"
"hamlet","Pombwe kubwa","Pombwe kubwa","Pombwe kubwa","Pombwe kubwa","Tanzania","Pwani","Kibiti DC","Kiongoroni","Pombwe"
"hamlet","Suni","Suni","Suni","Suni","Tanzania","Pwani","Kibiti DC","Kiongoroni","Pombwe"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kiongoroni","Pombwe"
"hamlet","Bandarini","Bandarini","Bandarini","Bandarini","Tanzania","Pwani","Kibiti DC","Kiongoroni","Ruma"
"hamlet","Emelwa","Emelwa","Emelwa","Emelwa","Tanzania","Pwani","Kibiti DC","Kiongoroni","Ruma"
"hamlet","King'ongo","King'ongo","King'ongo","King'ongo","Tanzania","Pwani","Kibiti DC","Kiongoroni","Ruma"
"hamlet","Mtanga","Mtanga","Mtanga","Mtanga","Tanzania","Pwani","Kibiti DC","Kiongoroni","Ruma"
"hamlet","Nyamikamba","Nyamikamba","Nyamikamba","Nyamikamba","Tanzania","Pwani","Kibiti DC","Kiongoroni","Ruma"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kiongoroni","Ruma"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kiongoroni","Other"
"hamlet","Kimbogo","Kimbogo","Kimbogo","Kimbogo","Tanzania","Pwani","Kibiti DC","Mahege","Hanga"
"hamlet","Mkima","Mkima","Mkima","Mkima","Tanzania","Pwani","Kibiti DC","Mahege","Hanga"
"hamlet","Ngambe","Ngambe","Ngambe","Ngambe","Tanzania","Pwani","Kibiti DC","Mahege","Hanga"
"hamlet","Nyambwanda","Nyambwanda","Nyambwanda","Nyambwanda","Tanzania","Pwani","Kibiti DC","Mahege","Hanga"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mahege","Hanga"
"hamlet","Mawichi","Mawichi","Mawichi","Mawichi","Tanzania","Pwani","Kibiti DC","Mahege","Mahege"
"hamlet","Mtambwe","Mtambwe","Mtambwe","Mtambwe","Tanzania","Pwani","Kibiti DC","Mahege","Mahege"
"hamlet","Nyamkingia","Nyamkingia","Nyamkingia","Nyamkingia","Tanzania","Pwani","Kibiti DC","Mahege","Mahege"
"hamlet","Umba","Umba","Umba","Umba","Tanzania","Pwani","Kibiti DC","Mahege","Mahege"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mahege","Mahege"
"hamlet","Ngondae/Mlete","Ngondae/Mlete","Ngondae/Mlete","Ngondae/Mlete","Tanzania","Pwani","Kibiti DC","Mahege","Nyakinyo"
"hamlet","Soso/Nyakinyo","Soso/Nyakinyo","Soso/Nyakinyo","Soso/Nyakinyo","Tanzania","Pwani","Kibiti DC","Mahege","Nyakinyo"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mahege","Nyakinyo"
"hamlet","Mapinduzi","Mapinduzi","Mapinduzi","Mapinduzi","Tanzania","Pwani","Kibiti DC","Mahege","Nyanjati"
"hamlet","Mrema","Mrema","Mrema","Mrema","Tanzania","Pwani","Kibiti DC","Mahege","Nyanjati"
"hamlet","Mwinyi","Mwinyi","Mwinyi","Mwinyi","Tanzania","Pwani","Kibiti DC","Mahege","Nyanjati"
"hamlet","Nyerere","Nyerere","Nyerere","Nyerere","Tanzania","Pwani","Kibiti DC","Mahege","Nyanjati"
"hamlet","Saudia","Saudia","Saudia","Saudia","Tanzania","Pwani","Kibiti DC","Mahege","Nyanjati"
"hamlet","Sokoine","Sokoine","Sokoine","Sokoine","Tanzania","Pwani","Kibiti DC","Mahege","Nyanjati"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mahege","Nyanjati"
"hamlet","Halisi","Halisi","Halisi","Halisi","Tanzania","Pwani","Kibiti DC","Mahege","Tomoni"
"hamlet","Mibuyusaba","Mibuyusaba","Mibuyusaba","Mibuyusaba","Tanzania","Pwani","Kibiti DC","Mahege","Tomoni"
"hamlet","Mkali","Mkali","Mkali","Mkali","Tanzania","Pwani","Kibiti DC","Mahege","Tomoni"
"hamlet","Nyakikongo","Nyakikongo","Nyakikongo","Nyakikongo","Tanzania","Pwani","Kibiti DC","Mahege","Tomoni"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mahege","Tomoni"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mahege","Other"
"hamlet","Kati","Kati","Kati","Kati","Tanzania","Pwani","Kibiti DC","Maparoni","Kiechuru"
"hamlet","Kityanga","Kityanga","Kityanga","Kityanga","Tanzania","Pwani","Kibiti DC","Maparoni","Kiechuru"
"hamlet","Korongo","Korongo","Korongo","Korongo","Tanzania","Pwani","Kibiti DC","Maparoni","Kiechuru"
"hamlet","Mgambo","Mgambo","Mgambo","Mgambo","Tanzania","Pwani","Kibiti DC","Maparoni","Kiechuru"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Maparoni","Kiechuru"
"hamlet","Gingi","Gingi","Gingi","Gingi","Tanzania","Pwani","Kibiti DC","Maparoni","Maparoni"
"hamlet","Mbangani","Mbangani","Mbangani","Mbangani","Tanzania","Pwani","Kibiti DC","Maparoni","Maparoni"
"hamlet","Tuwa","Tuwa","Tuwa","Tuwa","Tanzania","Pwani","Kibiti DC","Maparoni","Maparoni"
"hamlet","Usimbe kiwanjani","Usimbe kiwanjani","Usimbe kiwanjani","Usimbe kiwanjani","Tanzania","Pwani","Kibiti DC","Maparoni","Maparoni"
"hamlet","Usimbekidoga","Usimbekidoga","Usimbekidoga","Usimbekidoga","Tanzania","Pwani","Kibiti DC","Maparoni","Maparoni"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Maparoni","Maparoni"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Maparoni","Other"
"hamlet","Barabarani","Barabarani","Barabarani","Barabarani","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbuchi"
"hamlet","Kipoka","Kipoka","Kipoka","Kipoka","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbuchi"
"hamlet","Kitingi","Kitingi","Kitingi","Kitingi","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbuchi"
"hamlet","Makongoro","Makongoro","Makongoro","Makongoro","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbuchi"
"hamlet","Mikwang'ombe","Mikwang'ombe","Mikwang'ombe","Mikwang'ombe","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbuchi"
"hamlet","Mnganje","Mnganje","Mnganje","Mnganje","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbuchi"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbuchi"
"hamlet","Doka","Doka","Doka","Doka","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbwera Magharibi"
"hamlet","Kibumburu","Kibumburu","Kibumburu","Kibumburu","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbwera Magharibi"
"hamlet","Kiiongoro","Kiiongoro","Kiiongoro","Kiiongoro","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbwera Magharibi"
"hamlet","Kumbacha","Kumbacha","Kumbacha","Kumbacha","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbwera Magharibi"
"hamlet","Mkepa","Mkepa","Mkepa","Mkepa","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbwera Magharibi"
"hamlet","Mkurumu","Mkurumu","Mkurumu","Mkurumu","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbwera Magharibi"
"hamlet","Mtawatawa","Mtawatawa","Mtawatawa","Mtawatawa","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbwera Magharibi"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbwera Magharibi"
"hamlet","Marongoni","Marongoni","Marongoni","Marongoni","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbwera Mashariki"
"hamlet","Mbumburu","Mbumburu","Mbumburu","Mbumburu","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbwera Mashariki"
"hamlet","Mdai","Mdai","Mdai","Mdai","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbwera Mashariki"
"hamlet","Mkirika","Mkirika","Mkirika","Mkirika","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbwera Mashariki"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mbuchi","Mbwera Mashariki"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mbuchi","Other"
"hamlet","Misimbo","Misimbo","Misimbo","Misimbo","Tanzania","Pwani","Kibiti DC","Mchukwi","Mangwi"
"hamlet","Mnyongoya","Mnyongoya","Mnyongoya","Mnyongoya","Tanzania","Pwani","Kibiti DC","Mchukwi","Mangwi"
"hamlet","Rondo","Rondo","Rondo","Rondo","Tanzania","Pwani","Kibiti DC","Mchukwi","Mangwi"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mchukwi","Mangwi"
"hamlet","Matimbwani","Matimbwani","Matimbwani","Matimbwani","Tanzania","Pwani","Kibiti DC","Mchukwi","Mchukwi A"
"hamlet","Nyakaumbanga","Nyakaumbanga","Nyakaumbanga","Nyakaumbanga","Tanzania","Pwani","Kibiti DC","Mchukwi","Mchukwi A"
"hamlet","Nyamanjenga","Nyamanjenga","Nyamanjenga","Nyamanjenga","Tanzania","Pwani","Kibiti DC","Mchukwi","Mchukwi A"
"hamlet","Ujongoni","Ujongoni","Ujongoni","Ujongoni","Tanzania","Pwani","Kibiti DC","Mchukwi","Mchukwi A"
"hamlet","Ukitomondo","Ukitomondo","Ukitomondo","Ukitomondo","Tanzania","Pwani","Kibiti DC","Mchukwi","Mchukwi A"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mchukwi","Mchukwi A"
"hamlet","Kichangani","Kichangani","Kichangani","Kichangani","Tanzania","Pwani","Kibiti DC","Mchukwi","Mchukwi B"
"hamlet","Mbinda","Mbinda","Mbinda","Mbinda","Tanzania","Pwani","Kibiti DC","Mchukwi","Mchukwi B"
"hamlet","Miembeni","Miembeni","Miembeni","Miembeni","Tanzania","Pwani","Kibiti DC","Mchukwi","Mchukwi B"
"hamlet","Msikitini","Msikitini","Msikitini","Msikitini","Tanzania","Pwani","Kibiti DC","Mchukwi","Mchukwi B"
"hamlet","Nyaubi","Nyaubi","Nyaubi","Nyaubi","Tanzania","Pwani","Kibiti DC","Mchukwi","Mchukwi B"
"hamlet","Songa","Songa","Songa","Songa","Tanzania","Pwani","Kibiti DC","Mchukwi","Mchukwi B"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mchukwi","Mchukwi B"
"hamlet","Bani","Bani","Bani","Bani","Tanzania","Pwani","Kibiti DC","Mchukwi","Mkupuka"
"hamlet","Mkupuka","Mkupuka","Mkupuka","Mkupuka","Tanzania","Pwani","Kibiti DC","Mchukwi","Mkupuka"
"hamlet","Nyunga","Nyunga","Nyunga","Nyunga","Tanzania","Pwani","Kibiti DC","Mchukwi","Mkupuka"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mchukwi","Mkupuka"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mchukwi","Other"
"hamlet","Jiweni","Jiweni","Jiweni","Jiweni","Tanzania","Pwani","Kibiti DC","Mjawa","Jaribu Magharibi"
"hamlet","Kibuyuni","Kibuyuni","Kibuyuni","Kibuyuni","Tanzania","Pwani","Kibiti DC","Mjawa","Jaribu Magharibi"
"hamlet","Mapinduzi","Mapinduzi","Mapinduzi","Mapinduzi","Tanzania","Pwani","Kibiti DC","Mjawa","Jaribu Magharibi"
"hamlet","Mkongoni","Mkongoni","Mkongoni","Mkongoni","Tanzania","Pwani","Kibiti DC","Mjawa","Jaribu Magharibi"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mjawa","Jaribu Magharibi"
"hamlet","Mikwala","Mikwala","Mikwala","Mikwala","Tanzania","Pwani","Kibiti DC","Mjawa","Jaribu Mpakani"
"hamlet","Motomoto","Motomoto","Motomoto","Motomoto","Tanzania","Pwani","Kibiti DC","Mjawa","Jaribu Mpakani"
"hamlet","Mtunda","Mtunda","Mtunda","Mtunda","Tanzania","Pwani","Kibiti DC","Mjawa","Jaribu Mpakani"
"hamlet","Muungano","Muungano","Muungano","Muungano","Tanzania","Pwani","Kibiti DC","Mjawa","Jaribu Mpakani"
"hamlet","Ujamaa","Ujamaa","Ujamaa","Ujamaa","Tanzania","Pwani","Kibiti DC","Mjawa","Jaribu Mpakani"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mjawa","Jaribu Mpakani"
"hamlet","Bonjo","Bonjo","Bonjo","Bonjo","Tanzania","Pwani","Kibiti DC","Mjawa","Mjawa"
"hamlet","Dutani","Dutani","Dutani","Dutani","Tanzania","Pwani","Kibiti DC","Mjawa","Mjawa"
"hamlet","Gosa","Gosa","Gosa","Gosa","Tanzania","Pwani","Kibiti DC","Mjawa","Mjawa"
"hamlet","Mtetani","Mtetani","Mtetani","Mtetani","Tanzania","Pwani","Kibiti DC","Mjawa","Mjawa"
"hamlet","Ngalemwa","Ngalemwa","Ngalemwa","Ngalemwa","Tanzania","Pwani","Kibiti DC","Mjawa","Mjawa"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mjawa","Mjawa"
"hamlet","Goloatanga","Goloatanga","Goloatanga","Goloatanga","Tanzania","Pwani","Kibiti DC","Mjawa","Motomoto"
"hamlet","Misogole","Misogole","Misogole","Misogole","Tanzania","Pwani","Kibiti DC","Mjawa","Motomoto"
"hamlet","Motomoto","Motomoto","Motomoto","Motomoto","Tanzania","Pwani","Kibiti DC","Mjawa","Motomoto"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mjawa","Motomoto"
"hamlet","Msega","Msega","Msega","Msega","Tanzania","Pwani","Kibiti DC","Mjawa","Ngalengwa"
"hamlet","Mtuluma","Mtuluma","Mtuluma","Mtuluma","Tanzania","Pwani","Kibiti DC","Mjawa","Ngalengwa"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mjawa","Ngalengwa"
"hamlet","Uchembe chini","Uchembe chini","Uchembe chini","Uchembe chini","Tanzania","Pwani","Kibiti DC","Mjawa","Uchembe"
"hamlet","Uchembe juu","Uchembe juu","Uchembe juu","Uchembe juu","Tanzania","Pwani","Kibiti DC","Mjawa","Uchembe"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mjawa","Uchembe"
"hamlet","Uchembe/Njianne","Uchembe/Njianne","Uchembe/Njianne","Uchembe/Njianne","Tanzania","Pwani","Kibiti DC","Mjawa","Uponda"
"hamlet","Uponda Chini","Uponda Chini","Uponda Chini","Uponda Chini","Tanzania","Pwani","Kibiti DC","Mjawa","Uponda"
"hamlet","Uponda Juu","Uponda Juu","Uponda Juu","Uponda Juu","Tanzania","Pwani","Kibiti DC","Mjawa","Uponda"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mjawa","Uponda"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mjawa","Other"
"hamlet","Kibuni","Kibuni","Kibuni","Kibuni","Tanzania","Pwani","Kibiti DC","Mlanzi","Machipi"
"hamlet","Mangimbwage","Mangimbwage","Mangimbwage","Mangimbwage","Tanzania","Pwani","Kibiti DC","Mlanzi","Machipi"
"hamlet","Msikitini","Msikitini","Msikitini","Msikitini","Tanzania","Pwani","Kibiti DC","Mlanzi","Machipi"
"hamlet","Ngonja","Ngonja","Ngonja","Ngonja","Tanzania","Pwani","Kibiti DC","Mlanzi","Machipi"
"hamlet","Ruanda","Ruanda","Ruanda","Ruanda","Tanzania","Pwani","Kibiti DC","Mlanzi","Machipi"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mlanzi","Machipi"
"hamlet","Bora","Bora","Bora","Bora","Tanzania","Pwani","Kibiti DC","Mlanzi","Mlanzi"
"hamlet","Kikimbili","Kikimbili","Kikimbili","Kikimbili","Tanzania","Pwani","Kibiti DC","Mlanzi","Mlanzi"
"hamlet","Kimbindu","Kimbindu","Kimbindu","Kimbindu","Tanzania","Pwani","Kibiti DC","Mlanzi","Mlanzi"
"hamlet","Kingweti","Kingweti","Kingweti","Kingweti","Tanzania","Pwani","Kibiti DC","Mlanzi","Mlanzi"
"hamlet","Like","Like","Like","Like","Tanzania","Pwani","Kibiti DC","Mlanzi","Mlanzi"
"hamlet","Milonzi","Milonzi","Milonzi","Milonzi","Tanzania","Pwani","Kibiti DC","Mlanzi","Mlanzi"
"hamlet","Mkwajuni","Mkwajuni","Mkwajuni","Mkwajuni","Tanzania","Pwani","Kibiti DC","Mlanzi","Mlanzi"
"hamlet","Mlanzi Magharibi","Mlanzi Magharibi","Mlanzi Magharibi","Mlanzi Magharibi","Tanzania","Pwani","Kibiti DC","Mlanzi","Mlanzi"
